Timestamp,Container_ID,Commodity,Temperature_C,Humidity_%,Vibration_g,Latitude,Longitude,Destination,Market_Price_USD_per_ton,Spoilage_Risk
2026-08-11 00:55:51.306560,C001,Grapes,6.1,86.5,0.27,27.90899,74.400365,Bengaluru,911,Medium
2026-08-11 00:56:51.306560,C004,Bananas,2.8,84.0,0.21,18.273165,82.841239,Kochi,1692,Medium
2026-08-11 00:57:51.306560,C007,Tomatoes,3.6,80.3,0.24,15.92359,82.851559,Hyderabad,1004,Medium
2026-08-11 00:58:51.306560,C010,Tomatoes,2.1,81.4,0.24,17.36936,80.178803,Chennai,852,Medium
2026-08-11 00:59:51.306560,C004,Tomatoes,10.0,90.4,0.12,21.131239,83.048931,Hyderabad,811,High
2026-08-11 01:00:51.306560,C006,Grapes,7.6,85.8,0.37,26.903157,76.484318,Bengaluru,2176,Medium
2026-08-11 01:01:51.306560,C009,Tomatoes,6.0,65.3,0.32,13.051545,75.66541,Hyderabad,1825,Low
2026-08-11 01:02:51.306560,C006,Bananas,7.5,90.4,0.17,8.284781,78.491993,Bengaluru,887,High
2026-08-11 01:03:51.306560,C008,Tomatoes,6.1,88.7,0.08,10.612563,81.824127,Kochi,1247,Medium
2026-08-11 01:04:51.306560,C001,Mangoes,7.8,89.7,0.26,23.799703,73.244879,Hyderabad,901,Medium
2026-08-11 01:05:51.306560,C007,Tomatoes,2.4,78.2,0.1,27.579484,83.142598,Hyderabad,1032,Low
2026-08-11 01:06:51.306560,C005,Grapes,5.2,73.6,0.44,18.266042,75.478875,Bengaluru,1088,Low
2026-08-11 01:07:51.306560,C005,Mangoes,7.2,92.4,0.39,20.785132,78.98043,Bengaluru,872,High
2026-08-11 01:08:51.306560,C010,Mangoes,8.9,80.5,0.46,25.909903,82.069811,Kochi,1170,High
2026-08-11 01:09:51.306560,C004,Tomatoes,5.2,78.1,0.43,26.47356,86.253643,Kochi,1698,Low
2026-08-11 01:10:51.306560,C006,Grapes,5.3,81.5,0.16,16.909124,79.632381,Kochi,2194,Medium
2026-08-11 01:11:51.306560,C007,Mangoes,8.4,73.0,0.4,14.079332,87.493017,Bengaluru,1005,High
2026-08-11 01:12:51.306560,C009,Tomatoes,3.0,79.5,0.27,14.902758,79.440548,Hyderabad,1579,Low
2026-08-11 01:13:51.306560,C003,Avocados,9.7,65.6,0.49,22.329783,80.835552,Hyderabad,1084,High
2026-08-11 01:14:51.306560,C001,Bananas,9.0,71.8,0.44,23.154836,76.954084,Bengaluru,2107,High
2026-08-11 01:15:51.306560,C005,Mangoes,4.4,65.9,0.21,17.320971,85.873501,Bengaluru,1879,Low
2026-08-11 01:16:51.306560,C002,Grapes,7.2,70.3,0.49,16.566546,74.25227,Mumbai,1102,Medium
2026-08-11 01:17:51.306560,C004,Avocados,7.7,71.7,0.11,21.39895,79.578243,Kochi,1420,Medium
2026-08-11 01:18:51.306560,C004,Bananas,6.2,71.8,0.17,14.039572,74.396938,Hyderabad,1393,Medium
2026-08-11 01:19:51.306560,C009,Grapes,9.6,66.4,0.32,10.683539,80.982977,Hyderabad,1210,High
2026-08-11 01:20:51.306560,C006,Tomatoes,2.1,83.3,0.41,27.091259,78.239817,Mumbai,2110,Medium
2026-08-11 01:21:51.306560,C001,Tomatoes,8.1,76.0,0.3,12.738116,75.447871,Chennai,2119,High
2026-08-11 01:22:51.306560,C010,Avocados,9.1,94.7,0.2,15.345428,79.87271,Bengaluru,1714,High
2026-08-11 01:23:51.306560,C002,Tomatoes,2.4,72.1,0.47,15.648762,78.266469,Bengaluru,819,Low
2026-08-11 01:24:51.306560,C004,Avocados,8.9,79.1,0.42,16.928726,81.77819,Kochi,1816,High
2026-08-11 01:25:51.306560,C002,Tomatoes,3.5,85.0,0.24,23.772386,75.85094,Kochi,1905,Medium
2026-08-11 01:26:51.306560,C009,Grapes,5.9,68.1,0.19,8.472896,82.650638,Kochi,1248,Low
2026-08-11 01:27:51.306560,C002,Mangoes,6.5,92.2,0.42,12.9184,78.891421,Mumbai,1485,High
2026-08-11 01:28:51.306560,C001,Bananas,2.1,92.5,0.33,17.935145,87.079772,Hyderabad,1206,High
2026-08-11 01:29:51.306560,C007,Avocados,6.5,87.0,0.23,21.140815,77.233262,Hyderabad,849,Medium
2026-08-11 01:30:51.306560,C003,Avocados,5.7,82.9,0.29,15.621464,84.730577,Chennai,1056,Medium
2026-08-11 01:31:51.306560,C008,Tomatoes,7.0,90.3,0.3,12.792318,77.662704,Hyderabad,1358,High
2026-08-11 01:32:51.306560,C010,Tomatoes,6.1,91.8,0.44,21.945488,76.193992,Bengaluru,1962,High
2026-08-11 01:33:51.306560,C008,Tomatoes,9.2,77.2,0.13,20.872908,76.723525,Kochi,2131,High
2026-08-11 01:34:51.306560,C002,Mangoes,2.1,78.3,0.4,24.653535,79.313551,Kochi,1263,Low
2026-08-11 01:35:51.306560,C005,Tomatoes,5.5,88.1,0.21,27.300534,83.009703,Kochi,2002,Medium
2026-08-11 01:36:51.306560,C002,Bananas,5.9,94.5,0.32,16.142147,80.368204,Mumbai,1146,High
2026-08-11 01:37:51.306560,C001,Mangoes,7.1,74.4,0.2,8.347105,76.748712,Chennai,908,Medium
2026-08-11 01:38:51.306560,C009,Mangoes,2.1,91.7,0.37,22.248285,76.098897,Bengaluru,1477,High
2026-08-11 01:39:51.306560,C007,Tomatoes,7.6,75.2,0.31,19.746192,81.874067,Hyderabad,992,Medium
2026-08-11 01:40:51.306560,C003,Avocados,8.5,86.3,0.39,24.493267,79.342501,Bengaluru,835,High
2026-08-11 01:41:51.306560,C003,Grapes,6.0,82.5,0.33,10.767068,86.460046,Mumbai,1774,Medium
2026-08-11 01:42:51.306560,C010,Tomatoes,6.7,86.5,0.27,27.964523,87.989079,Hyderabad,1114,Medium
2026-08-11 01:43:51.306560,C005,Tomatoes,8.7,83.2,0.29,22.017363,79.82383,Chennai,1483,High
2026-08-11 01:44:51.306560,C004,Mangoes,9.2,83.0,0.25,14.573191,78.826895,Chennai,2076,High
2026-08-11 01:45:51.306560,C006,Mangoes,9.0,81.1,0.26,18.124132,78.730115,Kochi,1611,High
2026-08-11 01:46:51.306560,C007,Avocados,2.8,71.2,0.15,14.698221,74.201266,Chennai,1271,Low
2026-08-11 01:47:51.306560,C003,Grapes,2.3,70.8,0.18,11.454716,74.888961,Kochi,1100,Low
2026-08-11 01:48:51.306560,C008,Tomatoes,7.7,74.0,0.41,15.843438,86.286892,Bengaluru,1405,Medium
2026-08-11 01:49:51.306560,C004,Grapes,7.9,71.2,0.45,10.165799,78.537568,Kochi,1061,Medium
2026-08-11 01:50:51.306560,C005,Avocados,3.9,80.3,0.24,11.281696,75.497263,Bengaluru,1630,Medium
2026-08-11 01:51:51.306560,C003,Avocados,9.9,76.7,0.26,13.277391,76.19574,Mumbai,2064,High
2026-08-11 01:52:51.306560,C001,Mangoes,2.0,74.1,0.19,12.758492,74.075903,Bengaluru,1842,Low
2026-08-11 01:53:51.306560,C009,Mangoes,3.8,72.1,0.36,14.359463,84.780111,Hyderabad,848,Low
2026-08-11 01:54:51.306560,C009,Tomatoes,8.2,84.9,0.08,9.413063,82.837303,Mumbai,1603,High
2026-08-11 01:55:51.306560,C002,Bananas,9.2,75.1,0.46,22.075873,73.045255,Chennai,1679,High
2026-08-11 01:56:51.306560,C003,Mangoes,4.3,79.1,0.43,10.902411,87.86827,Mumbai,1520,Low
2026-08-11 01:57:51.306560,C007,Grapes,4.4,80.3,0.46,18.538516,72.077747,Mumbai,1004,Medium
2026-08-11 01:58:51.306560,C007,Grapes,4.4,83.5,0.13,18.582134,80.049096,Chennai,1686,Medium
2026-08-11 01:59:51.306560,C001,Avocados,5.4,79.2,0.32,26.094845,73.051874,Kochi,1661,Low
2026-08-11 02:00:51.306560,C006,Tomatoes,7.4,86.3,0.17,10.571979,85.07195,Chennai,1052,Medium
2026-08-11 02:01:51.306560,C004,Grapes,8.2,92.3,0.34,13.696568,79.413504,Hyderabad,2079,High
2026-08-11 02:02:51.306560,C001,Mangoes,5.6,86.5,0.4,19.077733,73.652897,Hyderabad,1049,Medium
2026-08-11 02:03:51.306560,C005,Bananas,2.8,71.9,0.37,27.950773,73.417041,Chennai,2023,Low
2026-08-11 02:04:51.306560,C002,Tomatoes,9.7,79.4,0.41,15.078206,85.223461,Mumbai,1872,High
2026-08-11 02:05:51.306560,C002,Grapes,2.8,76.3,0.24,25.302985,81.941723,Bengaluru,1887,Low
2026-08-11 02:06:51.306560,C002,Mangoes,5.5,67.2,0.06,15.885067,72.856426,Hyderabad,1912,Low
2026-08-11 02:07:51.306560,C001,Grapes,7.3,82.1,0.21,20.205451,74.962498,Bengaluru,879,Medium
2026-08-11 02:08:51.306560,C009,Avocados,5.1,84.1,0.31,17.540971,87.786284,Bengaluru,1003,Medium
2026-08-11 02:09:51.306560,C002,Avocados,4.9,82.8,0.27,11.464359,80.823511,Mumbai,1735,Medium
2026-08-11 02:10:51.306560,C006,Mangoes,9.8,67.1,0.18,23.698631,73.472377,Hyderabad,1747,High
2026-08-11 02:11:51.306560,C009,Avocados,9.1,84.7,0.05,8.694923,77.638176,Kochi,1750,High
2026-08-11 02:12:51.306560,C003,Bananas,2.4,86.5,0.08,16.032811,76.663731,Chennai,1467,Medium
2026-08-11 02:13:51.306560,C005,Mangoes,5.5,86.1,0.34,22.968165,75.628643,Hyderabad,1800,Medium
2026-08-11 02:14:51.306560,C010,Avocados,5.2,85.8,0.35,20.617906,72.279231,Bengaluru,1033,Medium
2026-08-11 02:15:51.306560,C002,Bananas,7.2,75.2,0.1,15.271305,84.991401,Bengaluru,2095,Medium
2026-08-11 02:16:51.306560,C002,Mangoes,2.3,83.8,0.28,26.539769,84.972828,Kochi,1843,Medium
2026-08-11 02:17:51.306560,C002,Avocados,5.8,86.3,0.11,12.782886,78.827501,Hyderabad,812,Medium
2026-08-11 02:18:51.306560,C002,Tomatoes,6.0,89.7,0.5,10.849176,72.11419,Bengaluru,1095,Medium
2026-08-11 02:19:51.306560,C010,Tomatoes,4.8,68.8,0.1,17.702238,80.845131,Kochi,1889,Low
2026-08-11 02:20:51.306560,C008,Grapes,2.7,78.4,0.06,23.72775,74.793217,Hyderabad,2018,Low
2026-08-11 02:21:51.306560,C010,Bananas,2.1,81.7,0.23,8.166481,84.125746,Kochi,1391,Medium
2026-08-11 02:22:51.306560,C005,Grapes,2.3,86.9,0.19,12.013262,79.655306,Kochi,2070,Medium
2026-08-11 02:23:51.306560,C005,Tomatoes,5.7,86.6,0.31,16.001398,85.263763,Hyderabad,2054,Medium
2026-08-11 02:24:51.306560,C004,Tomatoes,3.6,81.8,0.32,13.626572,80.972248,Hyderabad,922,Medium
2026-08-11 02:25:51.306560,C004,Avocados,9.7,88.2,0.33,13.350695,86.824971,Hyderabad,1884,High
2026-08-11 02:26:51.306560,C001,Tomatoes,7.0,90.3,0.13,24.695807,84.437622,Kochi,966,High
2026-08-11 02:27:51.306560,C006,Avocados,9.5,87.2,0.09,18.965818,83.619254,Chennai,1011,High
2026-08-11 02:28:51.306560,C008,Tomatoes,3.0,85.5,0.14,10.254096,73.652262,Kochi,2166,Medium
2026-08-11 02:29:51.306560,C002,Tomatoes,3.4,68.3,0.26,27.447909,82.285019,Chennai,1132,Low
2026-08-11 02:30:51.306560,C007,Bananas,7.7,75.6,0.34,17.30107,86.820337,Hyderabad,1172,Medium
2026-08-11 02:31:51.306560,C008,Avocados,6.4,92.4,0.33,16.394837,80.741488,Mumbai,1344,High
2026-08-11 02:32:51.306560,C005,Bananas,6.5,76.2,0.32,16.103683,72.465634,Chennai,1300,Medium
2026-08-11 02:33:51.306560,C001,Tomatoes,2.5,82.9,0.39,16.029626,86.480576,Bengaluru,1838,Medium
2026-08-11 02:34:51.306560,C002,Mangoes,9.6,88.8,0.22,24.384208,82.583718,Chennai,1220,High
2026-08-11 02:35:51.306560,C008,Tomatoes,3.6,78.6,0.45,23.054215,87.577946,Hyderabad,1661,Low
2026-08-11 02:36:51.306560,C004,Avocados,4.6,78.6,0.08,22.584017,72.69687,Hyderabad,865,Low
2026-08-11 02:37:51.306560,C010,Bananas,7.8,85.8,0.29,8.602781,79.664125,Chennai,1497,Medium
2026-08-11 02:38:51.306560,C004,Grapes,5.2,91.7,0.15,11.982407,80.80336,Kochi,1294,High
2026-08-11 02:39:51.306560,C009,Bananas,3.9,86.9,0.28,24.548727,84.55448,Hyderabad,1327,Medium
2026-08-11 02:40:51.306560,C010,Bananas,8.0,80.1,0.48,21.906392,86.267787,Kochi,1733,Medium
2026-08-11 02:41:51.306560,C007,Bananas,9.7,66.5,0.38,26.984754,80.367826,Mumbai,1097,High
2026-08-11 02:42:51.306560,C009,Tomatoes,5.2,84.9,0.18,17.891228,85.140682,Chennai,2166,Medium
2026-08-11 02:43:51.306560,C006,Bananas,6.7,76.9,0.25,24.938783,82.245637,Mumbai,1624,Medium
2026-08-11 02:44:51.306560,C004,Grapes,8.2,87.5,0.1,9.18176,77.454039,Chennai,1769,High
2026-08-11 02:45:51.306560,C005,Mangoes,7.1,89.4,0.07,24.595739,82.02945,Chennai,809,Medium
2026-08-11 02:46:51.306560,C008,Avocados,6.9,90.9,0.13,22.685345,72.546554,Mumbai,2187,High
2026-08-11 02:47:51.306560,C004,Bananas,6.9,71.9,0.44,16.14995,81.72085,Bengaluru,1359,Medium
2026-08-11 02:48:51.306560,C003,Avocados,6.9,86.0,0.28,13.688669,75.6087,Bengaluru,1767,Medium
2026-08-11 02:49:51.306560,C009,Tomatoes,9.3,66.0,0.06,16.096318,82.028691,Mumbai,1255,High
2026-08-11 02:50:51.306560,C004,Bananas,5.7,73.1,0.46,9.062843,87.463752,Bengaluru,1432,Low
2026-08-11 02:51:51.306560,C006,Grapes,6.3,68.6,0.13,10.836834,84.641605,Kochi,859,Medium
2026-08-11 02:52:51.306560,C003,Grapes,6.2,87.2,0.27,8.212284,84.654847,Mumbai,958,Medium
2026-08-11 02:53:51.306560,C009,Avocados,8.2,86.0,0.29,21.419997,73.156814,Bengaluru,818,High
2026-08-11 02:54:51.306560,C007,Tomatoes,3.4,81.7,0.39,19.378564,83.530853,Mumbai,1554,Medium
2026-08-11 02:55:51.306560,C001,Mangoes,6.6,68.3,0.07,20.090801,76.096031,Hyderabad,1200,Medium
2026-08-11 02:56:51.306560,C008,Tomatoes,3.6,75.9,0.28,19.096657,85.609794,Mumbai,1629,Low
2026-08-11 02:57:51.306560,C004,Bananas,2.7,88.4,0.17,12.454026,73.496559,Kochi,1114,Medium
2026-08-11 02:58:51.306560,C001,Avocados,7.7,82.0,0.19,21.247847,74.643067,Kochi,2184,Medium
2026-08-11 02:59:51.306560,C010,Grapes,2.0,78.2,0.34,23.763861,87.352885,Bengaluru,832,Low
2026-08-11 03:00:51.306560,C010,Avocados,8.3,76.6,0.25,17.642122,83.68866,Chennai,1835,High
2026-08-11 03:01:51.306560,C001,Avocados,8.5,94.1,0.13,9.279326,84.954832,Mumbai,1437,High
2026-08-11 03:02:51.306560,C007,Grapes,4.8,76.6,0.23,26.52981,79.671979,Kochi,1222,Low
2026-08-11 03:03:51.306560,C006,Avocados,2.4,67.0,0.23,23.917625,77.202973,Kochi,1914,Low
2026-08-11 03:04:51.306560,C006,Bananas,9.1,92.9,0.26,11.016125,87.223309,Bengaluru,1121,High
2026-08-11 03:05:51.306560,C002,Tomatoes,7.9,94.1,0.44,14.911797,85.137924,Mumbai,2137,High
2026-08-11 03:06:51.306560,C005,Bananas,6.0,87.2,0.39,22.592677,77.275699,Mumbai,1121,Medium
2026-08-11 03:07:51.306560,C007,Grapes,8.8,94.2,0.08,27.790975,77.700445,Mumbai,1050,High
2026-08-11 03:08:51.306560,C006,Avocados,3.2,92.7,0.41,24.564918,76.000075,Hyderabad,851,High
2026-08-11 03:09:51.306560,C001,Tomatoes,2.6,75.4,0.14,23.786136,83.799522,Bengaluru,1190,Low
2026-08-11 03:10:51.306560,C010,Bananas,2.2,74.5,0.39,19.969912,76.167753,Kochi,1314,Low
2026-08-11 03:11:51.306560,C001,Avocados,4.9,80.8,0.42,25.763588,77.988363,Mumbai,1974,Medium
2026-08-11 03:12:51.306560,C004,Tomatoes,6.7,70.2,0.12,13.789424,76.687214,Kochi,1528,Medium
2026-08-11 03:13:51.306560,C004,Grapes,2.9,77.5,0.22,21.743691,75.385695,Mumbai,1977,Low
2026-08-11 03:14:51.306560,C007,Bananas,6.0,73.7,0.08,20.259846,87.47075,Kochi,1508,Low
2026-08-11 03:15:51.306560,C007,Avocados,6.5,72.2,0.31,24.020796,84.086187,Kochi,1994,Medium
2026-08-11 03:16:51.306560,C010,Tomatoes,5.2,93.2,0.35,19.195993,77.003265,Bengaluru,1908,High
2026-08-11 03:17:51.306560,C005,Bananas,5.4,81.6,0.13,16.669112,85.641691,Chennai,1458,Medium
2026-08-11 03:18:51.306560,C003,Tomatoes,8.8,85.8,0.09,16.586898,78.940228,Chennai,1702,High
2026-08-11 03:19:51.306560,C007,Bananas,10.0,86.4,0.1,18.299631,79.144887,Kochi,1374,High
2026-08-11 03:20:51.306560,C005,Mangoes,4.8,65.5,0.14,16.29445,82.702777,Hyderabad,1000,Low
2026-08-11 03:21:51.306560,C006,Bananas,8.8,73.8,0.37,19.23874,79.600936,Hyderabad,808,High
2026-08-11 03:22:51.306560,C005,Mangoes,8.9,93.8,0.44,10.88578,86.702997,Chennai,1076,High
2026-08-11 03:23:51.306560,C007,Avocados,5.7,66.4,0.21,25.526413,83.745461,Kochi,2147,Low
2026-08-11 03:24:51.306560,C007,Avocados,2.3,88.7,0.27,10.07617,77.943123,Hyderabad,1484,Medium
2026-08-11 03:25:51.306560,C010,Grapes,9.7,93.3,0.3,23.065106,77.103668,Mumbai,1070,High
2026-08-11 03:26:51.306560,C007,Avocados,2.7,81.0,0.31,15.77824,75.090278,Mumbai,2031,Medium
2026-08-11 03:27:51.306560,C002,Tomatoes,7.7,69.2,0.12,25.345759,82.515789,Chennai,1603,Medium
2026-08-11 03:28:51.306560,C009,Mangoes,7.5,94.8,0.49,23.42536,76.102949,Chennai,1552,High
2026-08-11 03:29:51.306560,C003,Tomatoes,6.4,67.5,0.38,14.762171,83.913592,Chennai,1895,Medium
2026-08-11 03:30:51.306560,C004,Grapes,8.2,94.9,0.37,25.512557,78.491696,Kochi,2035,High
2026-08-11 03:31:51.306560,C007,Grapes,3.5,84.0,0.37,16.414965,73.737695,Chennai,1961,Medium
2026-08-11 03:32:51.306560,C002,Grapes,8.6,77.4,0.39,22.249475,74.435353,Kochi,1806,High
2026-08-11 03:33:51.306560,C002,Tomatoes,6.9,86.7,0.28,10.14841,83.074817,Kochi,1021,Medium
2026-08-11 03:34:51.306560,C007,Grapes,7.5,65.0,0.19,26.165298,81.879151,Hyderabad,932,Medium
2026-08-11 03:35:51.306560,C010,Tomatoes,5.9,67.0,0.05,26.970066,72.101455,Bengaluru,1226,Low
2026-08-11 03:36:51.306560,C009,Bananas,4.2,75.3,0.16,23.134468,85.872704,Bengaluru,1600,Low
2026-08-11 03:37:51.306560,C003,Avocados,7.7,73.6,0.48,11.106917,79.077941,Hyderabad,1161,Medium
2026-08-11 03:38:51.306560,C001,Avocados,4.9,90.5,0.21,10.325148,72.492965,Chennai,1758,High
2026-08-11 03:39:51.306560,C006,Mangoes,8.8,79.5,0.08,20.201504,74.094107,Bengaluru,2156,High
2026-08-11 03:40:51.306560,C005,Bananas,4.6,75.0,0.13,21.317545,76.544587,Hyderabad,964,Low
2026-08-11 03:41:51.306560,C007,Avocados,5.7,73.9,0.4,26.926724,75.740541,Chennai,1606,Low
2026-08-11 03:42:51.306560,C006,Grapes,8.3,67.9,0.23,15.273733,77.696894,Chennai,1785,High
2026-08-11 03:43:51.306560,C009,Bananas,6.7,93.5,0.1,18.330044,83.676545,Bengaluru,1475,High
2026-08-11 03:44:51.306560,C005,Mangoes,2.4,84.2,0.46,11.335977,82.661738,Bengaluru,1019,Medium
2026-08-11 03:45:51.306560,C004,Bananas,2.9,83.4,0.08,8.322556,76.100161,Mumbai,1481,Medium
2026-08-11 03:46:51.306560,C002,Avocados,8.4,78.5,0.12,25.896981,76.156468,Hyderabad,1221,High
2026-08-11 03:47:51.306560,C003,Tomatoes,2.5,76.5,0.44,9.620391,84.50222,Bengaluru,1747,Low
2026-08-11 03:48:51.306560,C010,Mangoes,2.9,66.4,0.22,27.174154,77.029804,Hyderabad,2118,Low
2026-08-11 03:49:51.306560,C002,Bananas,2.1,85.5,0.22,8.796529,85.039073,Bengaluru,1473,Medium
2026-08-11 03:50:51.306560,C004,Grapes,8.8,79.0,0.06,11.51562,85.812739,Bengaluru,1471,High
2026-08-11 03:51:51.306560,C007,Mangoes,5.8,68.7,0.38,17.241557,75.832045,Kochi,937,Low
2026-08-11 03:52:51.306560,C006,Mangoes,7.0,69.7,0.37,19.380221,79.176496,Bengaluru,869,Medium
2026-08-11 03:53:51.306560,C001,Mangoes,4.5,72.1,0.24,13.958867,79.931618,Chennai,1707,Low
2026-08-11 03:54:51.306560,C010,Tomatoes,7.9,81.5,0.11,10.79642,87.663543,Mumbai,1533,Medium
2026-08-11 03:55:51.306560,C002,Grapes,3.2,72.3,0.1,12.48616,81.381195,Kochi,1897,Low
2026-08-11 03:56:51.306560,C004,Grapes,6.6,80.8,0.45,13.495229,87.773584,Bengaluru,802,Medium
2026-08-11 03:57:51.306560,C010,Mangoes,5.0,90.7,0.14,16.610045,79.398311,Hyderabad,1677,High
2026-08-11 03:58:51.306560,C007,Avocados,5.7,82.2,0.28,18.582204,81.965749,Kochi,1157,Medium
2026-08-11 03:59:51.306560,C004,Mangoes,3.2,92.5,0.25,11.447043,73.303644,Mumbai,1159,High
2026-08-11 04:00:51.306560,C009,Mangoes,8.9,86.9,0.42,25.91762,86.841837,Kochi,1857,High
2026-08-11 04:01:51.306560,C009,Bananas,4.7,91.3,0.3,21.40365,87.03943,Mumbai,1226,High
2026-08-11 04:02:51.306560,C005,Avocados,5.5,84.1,0.06,24.90972,75.744353,Mumbai,1419,Medium
2026-08-11 04:03:51.306560,C004,Avocados,3.7,85.6,0.44,14.076742,73.124967,Chennai,1569,Medium
2026-08-11 04:04:51.306560,C001,Grapes,7.2,84.3,0.21,19.696632,81.328825,Hyderabad,1863,Medium
2026-08-11 04:05:51.306560,C007,Avocados,4.2,66.7,0.47,25.396197,80.295366,Bengaluru,2084,Low
2026-08-11 04:06:51.306560,C003,Grapes,6.0,88.6,0.06,23.896693,76.310254,Bengaluru,922,Medium
2026-08-11 04:07:51.306560,C001,Grapes,2.6,79.8,0.17,12.772382,85.500757,Mumbai,963,Low
2026-08-11 04:08:51.306560,C003,Mangoes,2.0,70.2,0.39,23.815851,87.240821,Kochi,1030,Low
2026-08-11 04:09:51.306560,C009,Avocados,9.2,81.1,0.32,17.421844,80.094842,Bengaluru,1244,High
2026-08-11 04:10:51.306560,C010,Tomatoes,8.7,94.9,0.47,21.270611,73.733976,Chennai,1056,High
2026-08-11 04:11:51.306560,C008,Tomatoes,6.4,79.5,0.34,21.922993,81.083034,Bengaluru,1549,Medium
2026-08-11 04:12:51.306560,C007,Mangoes,6.8,81.1,0.44,15.887229,73.273117,Bengaluru,1414,Medium
2026-08-11 04:13:51.306560,C010,Grapes,6.7,94.6,0.16,17.50888,79.836574,Kochi,1905,High
2026-08-11 04:14:51.306560,C004,Avocados,6.2,74.1,0.28,19.970936,84.816106,Hyderabad,1106,Medium
2026-08-11 04:15:51.306560,C003,Grapes,8.9,84.5,0.08,23.901109,84.794051,Kochi,1792,High
2026-08-11 04:16:51.306560,C006,Avocados,6.4,74.2,0.13,20.954969,75.237942,Hyderabad,1357,Medium
2026-08-11 04:17:51.306560,C003,Tomatoes,5.4,93.7,0.49,8.455576,86.403949,Bengaluru,1063,High
2026-08-11 04:18:51.306560,C001,Bananas,5.9,73.7,0.19,13.791857,80.352841,Mumbai,1639,Low
2026-08-11 04:19:51.306560,C004,Tomatoes,6.1,78.5,0.45,25.796248,74.185071,Chennai,1616,Medium
2026-08-11 04:20:51.306560,C009,Tomatoes,2.4,70.7,0.23,12.9906,78.746585,Hyderabad,942,Low
2026-08-11 04:21:51.306560,C006,Mangoes,2.5,88.8,0.47,26.231018,77.707382,Bengaluru,1939,Medium
2026-08-11 04:22:51.306560,C003,Grapes,7.7,73.2,0.23,26.733552,80.760211,Hyderabad,1396,Medium
2026-08-11 04:23:51.306560,C006,Avocados,6.2,67.3,0.3,9.911636,85.630427,Kochi,974,Medium
2026-08-11 04:24:51.306560,C003,Bananas,2.9,73.9,0.25,20.907174,73.59129,Mumbai,1164,Low
2026-08-11 04:25:51.306560,C004,Mangoes,2.8,92.1,0.18,13.630224,79.738801,Kochi,1395,High
2026-08-11 04:26:51.306560,C001,Grapes,5.2,69.9,0.36,24.078659,79.059362,Chennai,1430,Low
2026-08-11 04:27:51.306560,C002,Avocados,4.3,72.5,0.25,20.501114,86.858659,Bengaluru,1389,Low
2026-08-11 04:28:51.306560,C005,Bananas,4.3,74.9,0.12,10.480794,85.481555,Mumbai,1958,Low
2026-08-11 04:29:51.306560,C009,Grapes,9.2,87.3,0.24,15.215804,82.140475,Hyderabad,1172,High
2026-08-11 04:30:51.306560,C004,Grapes,7.5,74.9,0.28,27.215334,77.5927,Hyderabad,1966,Medium
2026-08-11 04:31:51.306560,C002,Bananas,7.9,85.1,0.34,11.817263,75.288967,Mumbai,1285,Medium
2026-08-11 04:32:51.306560,C001,Grapes,8.3,87.1,0.18,25.083591,75.713826,Kochi,2047,High
2026-08-11 04:33:51.306560,C003,Tomatoes,3.1,68.3,0.21,12.096942,77.281647,Mumbai,2100,Low
2026-08-11 04:34:51.306560,C005,Avocados,9.5,86.0,0.1,22.166978,85.372247,Chennai,1684,High
